"User-controlled bypass of sensitive method","User-controlled bypassing of sensitive methods may allow attackers to avoid passing through authentication systems.","error","This condition guards a sensitive [[""action""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:646:28:646:107""]], but a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:181:536:193""]] controls it.
This condition guards a sensitive [[""action""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:661:28:661:108""]], but a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:181:536:193""]] controls it.
This condition guards a sensitive [[""action""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:675:46:675:139""]], but a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:181:536:193""]] controls it.
This condition guards a sensitive [[""action""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:646:28:646:107""]], but a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:181:536:193""]] controls it.","/ServerEye.API/Controllers/Auth/AuthController.cs","640","17","640","62"
"User-controlled bypass of sensitive method","User-controlled bypassing of sensitive methods may allow attackers to avoid passing through authentication systems.","error","This condition guards a sensitive [[""action""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:646:28:646:107""]], but a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:181:536:193""]] controls it.
This condition guards a sensitive [[""action""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:661:28:661:108""]], but a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:181:536:193""]] controls it.
This condition guards a sensitive [[""action""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:675:46:675:139""]], but a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:181:536:193""]] controls it.","/ServerEye.API/Controllers/Auth/AuthController.cs","640","17","640","29"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:107:83:107:89""]].","/ServerEye.API/Controllers/User/UsersController.cs","121","76","121","112"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:418:157:418:162""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","442","17","442","32"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","530","98","530","113"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:154:536:161""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","768","98","768","105"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:75:536:78""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","561","17","561","48"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","562","17","562","48"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","563","17","563","54"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:259:536:264""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","564","17","564","55"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","566","17","566","64"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","567","17","567","56"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:75:536:78""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","572","131","572","162"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","572","165","572","196"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","572","199","572","236"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","585","124","585","138"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","585","141","585","153"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","623","90","623","102"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:870:97:870:103""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","900","17","900","32"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:870:97:870:103""]].","/ServerEye.API/Controllers/Auth/AuthController.cs","902","17","902","40"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Ticket/TicketsController.cs:102:81:102:92""]].","/ServerEye.API/Controllers/Ticket/TicketsController.cs","116","77","116","88"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Ticket/TicketsController.cs:143:87:143:91""]].","/ServerEye.API/Controllers/Ticket/TicketsController.cs","152","81","152","109"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:59:92:59:106""]].","/ServerEye.API/Controllers/User/UsersController.cs","66","13","66","36"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:59:92:59:106""]].","/ServerEye.API/Controllers/User/UsersController.cs","67","13","67","33"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:59:92:59:106""]].","/ServerEye.API/Controllers/User/UsersController.cs","77","101","77","145"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:59:92:59:106""]].","/ServerEye.API/Controllers/User/UsersController.cs","77","148","77","194"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:59:92:59:106""]].","/ServerEye.API/Controllers/User/UsersController.cs","81","81","81","125"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:88:88:88:99""]].","/ServerEye.API/Controllers/User/UsersController.cs","98","72","98","113"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/User/UsersController.cs:88:88:88:99""]].","/ServerEye.API/Controllers/User/UsersController.cs","102","74","102","115"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:272:81:272:87""]].","/ServerEye.Core/Services/Auth/AuthService.cs","107","83","107","111"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:272:81:272:87""]].","/ServerEye.Core/Services/Auth/AuthService.cs","112","96","112","124"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:309:75:309:81""]].","/ServerEye.Core/Services/Auth/AuthService.cs","174","112","174","143"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:309:75:309:81""]].","/ServerEye.Core/Services/Auth/AuthService.cs","181","91","181","122"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:309:75:309:81""]].","/ServerEye.Core/Services/Auth/AuthService.cs","207","85","207","116"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","159","157","159","192"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","159","195","159","223"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","159","226","159","261"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","166","133","166","161"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","166","164","166","199"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:259:536:264""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:870:97:870:103""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","170","159","170","197"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","170","200","170","235"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","170","238","170","273"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","184","88","184","123"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","190","107","190","142"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","197","105","197","140"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:75:536:78""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","226","17","226","50"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:224:536:229""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:870:97:870:103""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","229","17","229","63"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:259:536:264""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:870:97:870:103""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","332","141","332","179"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:812:103:812:109""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","398","88","398","123"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:101:536:105""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:812:103:812:109""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","402","98","402","133"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:75:536:78""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].","/ServerEye.Core/Services/Auth/OAuthService.cs","609","112","609","145"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:309:75:309:81""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Ticket/TicketsController.cs:26:96:26:98""]].","/ServerEye.Core/Services/Email/EmailService.cs","256","97","256","127"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:309:75:309:81""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Ticket/TicketsController.cs:26:96:26:98""]].","/ServerEye.Core/Services/Email/EmailService.cs","245","21","245","51"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Metrics/ServerMetricsController.cs:65:86:65:94""]].","/ServerEye.Core/Services/Metrics/MetricsService.cs","157","17","157","53"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Metrics/ServerMetricsController.cs:22:80:22:88""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Server/UnifiedServerController.cs:40:16:40:24""]].","/ServerEye.Core/Services/Metrics/MetricsService.cs","268","17","268","53"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Metrics/ServerMetricsController.cs:22:118:22:124""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Server/UnifiedServerController.cs:41:36:41:42""]].","/ServerEye.Core/Services/Metrics/MetricsService.cs","269","17","269","37"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:418:119:418:127""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:418:157:418:162""]].","/ServerEye.Core/Services/OAuth/Providers/GitHubOAuthProvider.cs","57","72","57","135"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:75:536:78""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:812:103:812:109""]].","/ServerEye.Core/Services/OAuth/Providers/GitHubOAuthProvider.cs","72","13","72","51"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:418:119:418:127""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:418:157:418:162""]].","/ServerEye.Core/Services/OAuth/Providers/GoogleOAuthProvider.cs","63","80","63","143"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:75:536:78""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:812:103:812:109""]].","/ServerEye.Core/Services/OAuth/Providers/GoogleOAuthProvider.cs","93","13","93","51"
"Log entries created from user input","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","error","This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:505:103:505:109""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:75:536:78""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:536:128:536:131""]].
This log entry depends on a [[""user-provided value""|""relative:///ServerEye.API/Controllers/Auth/AuthController.cs:812:103:812:109""]].","/ServerEye.Core/Services/OAuth/Providers/GoogleOAuthProvider.cs","197","17","199","124"
